lexid	lexeme	vocalized	p_o_s	gloss	freq
hgf	>RNBT/	אַרְנֶבֶת	subs	hare	2
hbl	<RBH==/	עֲרֻבָּה	subs	pledge	2
iam	MSKH=/	מַסֵּכָה	subs	covering	2
hmn	CWX/	שׁוּחַ	nmpr	Shuah	2
hqb	GNBT/	גְּנֻבַת	nmpr	Genubath	2
gzi	<BDWN=/	עַבְדֹּון	nmpr	Abdon	2
hwf	LXWM/	לְחוּם	subs	<uncertain>	2
hkp	CJT=/	שִׁית	subs	garment	2
hxb	MCH/	מַשֶּׁה	subs	loan	2
hfw	>R>LJ=/	אַרְאֵלִי	nmpr	Areli	2
huj	KP=/	כֵּף	subs	rock	2
hyd	MFRQH/	מַשְׂרֵקָה	nmpr	Masrekah	2
hit	BNJ_J<QN/	בְּנֵי יַעֲקָן	nmpr	Bene Jaakan	2
hsj	JP<H/	יִפְעָה	subs	splendour	2
hbb	<NR/	עָנֵר	nmpr	Aner	2
hgh	>RWD=/	אַרְוַד	nmpr	Arvad	2
hyt	MKMS/	מִכְמָס	nmpr	Micmash	2
hvo	LBNH=====/	לְבָנָה	nmpr	Lebanah	2
hiq	BN<>/	בִּנְעָא	nmpr	Binea	2
hki	CCK/	שֵׁשַׁךְ	nmpr	Sheshach	2
hxm	MCX/	מְשַׁח	subs	oil	2
hpk	GDLTJ/	גִּדַּלְתִּי	nmpr	Giddalti	2
hqd	GRF/	גֶּרֶשׂ	subs	groats	2
hpj	GDL==/	גָּדִל	subs	tassel	2
irg	YB=/	צָב	subs	wagon	2
iny	XCBWN=/	חִשָּׁבֹון	subs	invention	2
hhb	>YM/	אֹצֶם	nmpr	Ozem	2
iaj	MRY</	מַרְצֵעַ	subs	awl	2
htx	KBWL/	כָּבוּל	nmpr	Cabul	2
ifo	PRZWN/	פְּרָזֹון	subs	countrymen	2
hab	<JJM/	עִיִּים	nmpr	Iyim	2
hba	<NNH/	עֲנָנָה	subs	rain cloud	2
iqi	XV>H=/	חַטָּאָה	subs	sin	2
iep	PJPJWT/	פִּיפִיֹּות	adjv	double-edged	2
hew	>LWN==/	אֵלֹון	nmpr	Elon	2
icw	NHLL=/	נַהֲלָל	nmpr	Nahalal	2
ipd	XMWN/	חַמֹּון	nmpr	Hammon	2
hcb	<WL/	עוּל	subs	suckling	2
hya	MFRH/	מִשְׂרָה	subs	dominion	2
hsw	JRV[	יָרַט	verb	throw	2
hhc	>ZD>	אַזְדָּא	advb	publicly known	2
hmt	CXPT/	שַׁחֶפֶת	subs	consumption	2
imi	TQWH=/	תִּקְוָה	subs	cord	2
idp	NQP/	נֹקֶף	subs	strike	2
gzs	<DR=[		verb	weed	2
his	BNJM/	בֵּנַיִם	subs	<space between>	2
ima	TNXMT/	תַּנְחֻמֶת	nmpr	Tanhumeth	2
hbz	<VWP/	עָטוּף	adjv	feeble	2
ilj	TJMRH/	תִּימָרָה	subs	column	2
hql	GWZL/	גֹּוזָל	subs	young of birds	2
hst	JRCH=/	יְרֵשָׁה	subs	possession	2
hzh	MMTQJM/	מַמְתַקִּים	subs	sweetness	2
huw	KSMT/	כֻּסֶּמֶת	subs	spelt	2
ign	QHLTH/	קְהֵלָתָה	nmpr	Kehelathah	2
iaw	MVPXT/	מִטְפַּחַת	subs	cloak	2
hrg	J<R=/	יַעַר	subs	honeycomb	2
hle	CLXJ/	שִׁלְחִי	nmpr	Shilhi	2
haa	<JH/	עַיָּה	nmpr	Aiah	2
hzz	MRBDJM/	מַרְבַדִּים	subs	coverlets	2
ipj	XR/	חֻר	subs	hiding-place	2
hxx	MDWRH/	מְדוּרָה	subs	pile	2
hlo	CNHBJM/	שֶׁנְהַבִּים	subs	ivory	2
isi	YRDH/	צְרֵדָה	nmpr	Zeredah	2
hwq	M<YWR/	מַעְצֹור	subs	hindrance	2
imt	TWH[	תָּוָה	verb	hurt	2
hic	BJT_DGWN/	בֵּית דָּגֹון	nmpr	Beth Dagon	2
hds	>DNJ_YDQ/	אֲדֹנִי צֶדֶק	nmpr	Adoni-Zedek	2
hky	CLM====/	שִׁלֵּם	nmpr	Shillem	2
hpq	GJLNJ/	גִּילֹנִי	adjv	Gilonite	2
isb	YNWR/	צִנֹּור	subs	water-tunnel	2
ham	<LMWN_DBLTJMH/	עַלְמֹון דִּבְלָתָיְמָה	nmpr	Almon Diblathaim	2
hyg	MGDJ>L/	מַגְדִּיאֵל	nmpr	Magdiel	2
iqp	XWL==/	חוּל	nmpr	Hul	2
itc	ZW/	זִו	nmpr	Siw	2
hxh	MCPTJM/	מִשְׁפְּתַיִם	subs	saddle-bags	2
hsh	JMW>L/	יְמוּאֵל	nmpr	Jemuel	2
iqt	XYRMWT/	חֲצַרְמָוֶת	nmpr	Hazarmaveth	2
hgn	>WJ/	אֱוִי	nmpr	Evi	2
ios	XLJYH/	חֲלִיצָה	subs	stripped	2
itd	ZW=	זֹו	prde	this	2
hrh	J<RH==/	יַעְרָה	nmpr	Jadah	2
hct	>BJD</	אֲבִידָע	nmpr	Abida	2
ibq	MXLTJ/	מְחֹלָתִי	adjv	Meholathite	2
hei	>LDD/	אֶלְדָּד	nmpr	Eldad	2
hpo	GDWPH/	גִּדּוּפָה	subs	reviling word	2
itb	ZTM/	זֵתָם	nmpr	Zetham	2
hmr	CXJT/	שְׁחִית	subs	pit	2
idc	NJR[	נִיר	verb	till	2
hlx	CQT/	שֹׁקֶת	subs	watering trough	2
hjs	BZ>[	בָּזָא	verb	wash away	2
hqo	GXR/	גַּחַר	nmpr	Gahar	2
hdp	>D/	אֵד	subs	<uncertain>	2
hfv	>PS_DMJM/	אֶפֶס דַּמִּים	nmpr	Ephes Dammim	2
hrl	JBCT/	יַבֶּשֶׁת	subs	dry land	2
hgb	>RH[	אָרָה	verb	pluck	2
hze	MLYR/	מֶלְצַר	subs	guardian	2
hby	<VRWT_>DR/	עַטְרֹות אַדָּר	nmpr	Ataroth Addar	2
icb	MYWDH==/	מְצֹודָה	subs	net	2
hoc	F<JRH/	שְׂעִירָה	subs	goat	2
hgc	>RJ>L/	אֲרִיאֵל	subs	fire-place	2
iee	NYH=/	נִצָּה	subs	blossom	2
isp	Z<P=/	זָעֵף	adjv	raging	2
ift	PW>H/	פּוּאָה	nmpr	Puah	2
ihh	QRS[		verb	bend down	2
iom	XKLJH/	חֲכַלְיָה	nmpr	Hacaliah	2
hlt	CPR=/	שֶׁפֶר	nmpr	Shepher	2
iim	RPF[		verb	foul	2
ilf	TD<L/	תִּדְעָל	nmpr	Tidal	2
iss	ZHR/	זֹהַר	subs	shining	2
hce	<WRWN/	עִוָּרֹון	subs	blindness	2
hdj	>CPR/	אֶשְׁפָּר	subs	<type of cake>	2
ily	TNJM/	תַּנִּים	subs	sea-monster	2
ibi	MX/	מֵחַ	subs	fatling	2
hsa	JHW<DN/	יְהֹועַדָּן	nmpr	Jehoaddin	2
hbc	<NT/	עֲנָת	nmpr	Anath	2
hej	>LJ<M/	אֱלִיעָם	nmpr	Eliam	2
hly	CRB/	שָׁרָב	subs	heat	2
iiy	RWX=/	רֶוַח	subs	space	2
hbr	<RPH/	עָרְפָּה	nmpr	Orpah	2
hak	<KS/	עֶכֶס	subs	anklet	2
hec	>HD/	אֹהַד	nmpr	Ohad	2
hai	<JRM=/	עִירָם	nmpr	Iram	2
heq	>LM=/	אֵלֶם	subs	<uncertain>	2
hla	CLMN>SR/	שַׁלְמַנְאֶסֶר	nmpr	Shalmaneser	2
hrt	JDJH/	יְדָיָה	nmpr	Jedaiah	2
ijs	SJN=/	סִין	nmpr	Sin	2
hcy	>BL_BJT_M<KH/	אָבֵל בֵּית מַעֲכָה	nmpr	Abel-beth-maacah	2
ibx	MXZJ>WT/	מַחֲזִיאֹות	nmpr	Mahazioth	2
hbj	<RB=======/	עָרֵב	adjv	pleasant	2
hrf	J<LH=/	יַעְלָה	nmpr	Jaala	2
idr	NQRH/	נְקָרָה	subs	hole	2
heg	>KZB/	אַכְזָב	adjv	deceitful	2
ijk	S<PH/	סְעַפָּה	subs	bough	2
hay	<NJH/	עֲנָיָה	nmpr	Anaiah	2
inf	VLL[	טְלַל	verb	shelter	2
ikc	SNW>H/	סְנוּאָה	nmpr	Hassenuah	2
iar	MTNH=/	מַתָּנָה	nmpr	Mattanah	2
ien	PGR[		verb	be faint	2
hfa	>MNH	אָמְנָה	advb	indeed	2
hey	>LZBD/	אֶלְזָבָד	nmpr	Elzabad	2
isd	YPRN/	צִפֹּרֶן	subs	nail	2
icp	NCP[	נָשַׁף	verb	blow	2
imk	TR</	תְּרַע	subs	door	2
hjt	BZR[		verb	scatter	2
hvf	KWMZ/	כּוּמָז	subs	breastplate	2
ipt	XRN=/	חָרָן	nmpr	Haran	2
hwy	MC>H/	מַשָּׁאָה	subs	loan	2
hqz	HLWLJM/	הִלּוּלִים	subs	exultation	2
ifu	PWH/	פֻּוָּה	nmpr	Puah	2
gzj	<BRNH/	עַבְרֹנָה	nmpr	Abronah	2
hxr	MDN/	מְדָן	nmpr	Medan	2
hvk	L<G=/	לָעֵג	subs	stammering	2
hwz	MC>L/	מִשְׁאָל	nmpr	Mishal	2
ilb	TB<RH/	תַּבְעֵרָה	nmpr	Taberah	2
hbf	<QCWT/	עִקְּשׁוּת	subs	crookedness	2
iby	MYB=/	מֻצָּב	subs	post	2
hzo	MNXT/	מָנַחַת	nmpr	Manahath	2
ibs	MXNH_DN/	מַחֲנֵה דָן	nmpr	Mahaneh Dan	2
hti	JWCPV/	יֹושָׁפָט	nmpr	Joshaphat	2
inq	XBJH/	חֳבַיָּה	nmpr	Hobaiah	2
ies	PKRT_HYBJJM/	פֹּכֶרֶת הַצְּבָיִים	nmpr	Pokereth-Hazzebaim	2
hou	G<H[	גָּעָה	verb	low	2
hkn	CGJWN/	שִׁגָּיֹון	subs	dirge	2
hga	>RG/	אֶרֶג	subs	weaver's bobbin	2
ild	TBL=/	תֶּבֶל	subs	abomination	2
hpu	GLGL==/	גַּלְגַּל	subs	wheel	2
ijb	RXBJH/	רְחַבְיָה	nmpr	Rehabiah	2
icj	N>R[		verb	abandon	2
iof	XFWP>/	חֲשׂוּפָא	nmpr	Hasupha	2
hpc	GBNN/	גַּבְנֹן	subs	knoll	2
ijj	S<JP=/	סָעִיף	subs	bough	2
hje	BRWT/	בָּרוּת	subs	bread of consolation	2
hdb	>BS[		verb	fatten	2
iox	XLQH=/	חֶלְקָה	subs	smoothness	2
inl	VRP=/	טָרָף	adjv	fresh plucked	2
hgj	>RXH/	אֹרְחָה	subs	caravan	2
hwv	MBWKH/	מְבוּכָה	subs	confusion	2
iou	XLP/	חֵלֶף	subs	return	2
hrx	JHJR/	יָהִיר	adjv	haughty	2
htg	JW<C/	יֹועָשׁ	nmpr	Joash	2
hix	BQJHW/	בֻּקִּיָּהוּ	nmpr	Bukkiah	2
ict	NGX/	נַגָּח	adjv	goring	2
hqa	GNBH/	גְּנֵבָה	subs	what is stolen	2
hrd	HWTJR/	הֹותִיר	nmpr	Hothir	2
huc	KLW>/	כְּלוּא	subs	prison	2
ifx	PWRH/	פּוּרָה	subs	trough	2
hra	HMLH/	הֲמֻלָּה	subs	sound	2
ipr	XRM=[		verb	mutilate	2
hfo	>NPH/	אֲנָפָה	subs	<bird's name>	2
hbp	<RL[	עָרַל	verb	leave unharvested	2
iix	RWMM/	רֹומַם	subs	praise	2
hma	CRQH/	שְׁרֵקָה	subs	whistling	2
hox	GBHWT/	גַּבְהוּת	subs	haughtiness	2
hoj	FKR==/	שָׂכָר	nmpr	Sacar	2
hhi	B<TH/	בְּעָתָה	subs	terror	2
hlz	CRH/	שָׁרָה	subs	<uncertain>	2
het	>LTQ>/	אֶלְתְּקֵא	nmpr	Eltekeh	2
idy	NWH==/	נָוֶה	adjv	<uncertain>	2
ilx	TNCMT/	תִּנְשֶׁמֶת	subs	owl	2
imc	TP>RH/	תִּפְאָרָה	subs	splendour	2
htj	JWKBD/	יֹוכֶבֶד	nmpr	Jochebed	2
htf	JTT/	יְתֵת	nmpr	Jetheth	2
ife	PQWD/	פְּקֹוד	nmpr	Pekod	2
hff	>MTJ/	אֲמִתַּי	nmpr	Amittai	2
hel	>LJHW<JNJ/	אֶלְיְהֹועֵינַי	nmpr	Eliehoenai	2
ibn	MXLPWT/	מַחְלָפֹות	subs	plaits	2
hxt	MDRGH/	מַדְרֵגָה	subs	steep way	2
ijx	SLP/	סֶלֶף	subs	crookedness	2
hqp	GXWN/	גָּחֹון	subs	belly	2
ita	ZRW<=/	זֵרוּעַ	subs	plant	2
hiw	BQJ</	בָּקִיעַ	subs	breach	2
hxs	MDRC/	מִדְרָשׁ	subs	exposition	2
hdu	>DRKWN/	אֲדַרְכֹּון	subs	<currency unit>	2
hqs	GZM=/	גַּזָּם	nmpr	Gazzam	2
hsz	JRX==/	יֶרַח	nmpr	Jerah	2
hxw	MDWN=/	מָדֹון	nmpr	Madon	2
hbm	<RBJ=/	עֲרָבִי	adjv	Arab	2
hdd	>CB<L/	אֶשְׁבַּעַל	nmpr	Esh-Baal	2
isf	YPWN=/	צָפֹון	nmpr	Zaphon	2
hhy	BHN=/	בֹּהַן	nmpr	Bohan	2
hjr	BYRT/	בַּצֹּרֶת	subs	drought	2
ins	XBLJM/	חֹבְלִים	subs	union	2
hnl	DM<[		verb	shed tears	2
iku	T<T<JM/	תַּעְתֻּעִים	subs	mockery	2
hmk	CWPK/	שֹׁופַךְ	nmpr	Shophach	2
hem	>LJHW=/	אֱלִיהוּ	nmpr	Elihu	2
hnu	DT>/	דֶּתֶא	subs	vegetation	2
hko	CJBH/	שִׁיבָה	subs	<uncertain>	2
igj	QDH/	קִדָּה	subs	cassia-bud	2
hiz	BRK>L/	בַּרַכְאֵל	nmpr	Barakel	2
iap	MSRWT/	מֹסֵרֹות	nmpr	Moseroth	2
hep	>LLJ	אַלְלַי	intj	alas	2
ihe	QRJT_B<L/	קִרְיַת בַּעַל	nmpr	Kiriath Baal	2
iav	MTWC>L/	מְתוּשָׁאֵל	nmpr	Methushael	2
hhu	BDN/	בְּדָן	nmpr	Bedan	2
ias	MTQ=/	מָתֵק	adjv	sweet	2
irr	YLMNH/	צַלְמֹנָה	nmpr	Zalmonah	2
hxd	MCK/	מֶשֶׁךְ	subs	bag	2
icg	N<YWY/	נַעֲצוּץ	subs	thorn-bush	2
hqt	GZR/	גֶּזֶר	subs	piece	2
hgs	>XCTRN/	אֲחַשְׁתְּרָן	adjv	royal	2
ilp	TLTJN/	תְּלָתִין	subs	thirty	2
hmg	CW>==/	שְׁוָא	nmpr	Sheva	2
ich	N>PJM/	נִאֻפִים	subs	adultery	2
hhv	BGD=/	בֶּגֶד	subs	treachery	2
hqv	HDW/	הֹדּוּ	nmpr	India	2
hbt	<RQJ/	עַרְקִי	adjv	Arkite	2
ihm	QWLJH/	קֹולָיָה	nmpr	Kolaiah	2
hhj	B<V[		verb	kick	2
hhr	BD>[	בָּדָא	verb	devise	2
hht	BDLX/	בְּדֹלַח	subs	bdellium-gum	2
ibc	MWRCTJ/	מֹורַשְׁתִּי	adjv	from Moresheth	2
hoi	FKR=/	שֶׂכֶר	subs	hire	2
iil	RMWN_PRY/	רִמֹּון פֶּרֶץ	nmpr	Rimmon Perez	2
idv	NVPH/	נְטִפָה	subs	eardrops	2
hgr	>WRH/	אֹורָה	subs	light	2
gzp	<DN>/	עַדְנָא	nmpr	Adna	2
ijh	RZH[	רָזָה	verb	diminish	2
iso	YXQ/	צְחֹק	subs	laughter	2
htb	JSD=[		verb	close	2
hpe	GCC[	גָּשַׁשׁ	verb	grope	2
hwg	LZH	לָזֶה	prde	this there	2
htq	JXL>L/	יַחְלְאֵל	nmpr	Jahleel	2
iow	XLQ====/	חֵלֶק	nmpr	Helek	2
hun	KRJT/	כְּרִית	nmpr	Kerith	2
hqr	GZL=/	גֵּזֶל	subs	robbing	2
icf	N<RT/	נְעֹרֶת	subs	tow	2
inw	XBYLT/	חֲבַצֶּלֶת	subs	asphodel	2
hpt	GLC[		verb	go down	2
iro	YJWN/	צָיֹון	subs	waterless country	2
hdt	>DRGZR/	אֲדַרְגָּזַר	subs	counselor	2
hxl	MCWV/	מָשֹׁוט	subs	oar	2
hgq	>WPZ/	אוּפָז	nmpr	Uphaz	2
hop	FRJWN/	שִׂרְיֹון	nmpr	Sirion	2
hok	FPQ[	שָׂפַק	verb	clap hands	2
ipe	XNJ>L/	חַנִּיאֵל	nmpr	Hanniel	2
hcc	<WL=[	עָוַל	verb	do wrong	2
ilr	TL_XRC>/	תֵּל חַרְשָׁא	nmpr	Tel Harsha	2
hjn	BYLWT/	בַּצְלוּת	nmpr	Bazluth	2
hbv	<TD[		verb	prepare	2
igr	QJR_XRFT/	קִיר חֲרָשֶׂת	nmpr	Kir Hareseth	2
iai	MRXCT/	מַרְחֶשֶׁת	subs	cooking pot	2
ikh	SRD/	סֶרֶד	nmpr	Sered	2
inb	VB>L/	טָבְאֵל	nmpr	Tabeel	2
idj	NMLH/	נְמָלָה	subs	ant	2
ier	PJX/	פִּיחַ	subs	soot	2
hux	KSM[		verb	clip	2
hgv	>XLJ	אַחֲלַי	intj	alas	2
huk	KPN/	כָּפָן	subs	hunger	2
ijq	SGWR=/	סְגֹור	subs	enclosure	2
ipc	XMTJ/	חֲמָתִי	adjv	Hamathite	2
haz	<NMJM/	עֲנָמִים	nmpr	Anamites	2
hzx	MQSM/	מִקְסָם	subs	divination	2
hye	MFVMH/	מַשְׂטֵמָה	subs	animosity	2
ibu	MXSJH/	מַחְסֵיָה	nmpr	Mahseiah	2
hcz	>BN=/	אֹבֶן	subs	potter's wheel	2
igt	QLXT/	קַלַּחַת	subs	cauldron	2
iko	SXP[		verb	wash away	2
hpn	GDWP/	גִּדּוּף	subs	reviling word	2
hoh	FJD[	שִׂיד	verb	whitewash	2
hbn	<RBTJ/	עַרְבָתִי	adjv	Arbathite	2
hto	JXDJHW/	יֶחְדְּיָהוּ	nmpr	Jehdeiah	2
ijt	SJNJ/	סִינִי	adjv	Sinite	2
hzt	MQHL/	מַקְהֵל	subs	assembly	2
hil	BL>DN/	בַּלְאֲדָן	nmpr	Baladan	2
hjw	C<P/	שָׁעַף	nmpr	Shaaph	2
hwr	M>H=/	מֵאָה	nmpr	the Hundred	2
iqh	XTL[		verb	swaddle	2
hsx	JRWC>/	יְרוּשָׁא	nmpr	Jerusha	2
hqf	GRS[		verb	be crushed	2
isk	YRX[		verb	cry	2
hoo	FRJD=/	שָׂרִיד	nmpr	Sarid	2
iio	RQX/	רֹקַח	subs	spice	2
hos	FRWK/	שְׂרֹוךְ	subs	sandal-thong	2
hzd	MLX==/	מֶלַח	subs	rag	2
hcp	<ZWZ=/	עִזּוּז	adjv	powerful	2
hbi	<R<R/	עַרְעָר	subs	juniper	2
hkm	CDH/	שִׁדָּה	subs	lady	2
ijr	SJ<>/	סִיעָא	nmpr	Sia	2
hkl	CD==/	שֵׁד	subs	demon	2
isg	YR<TJ/	צָרְעָתִי	adjv	Zorathite	2
hub	KLKL/	כַּלְכֹּל	nmpr	Calcol	2
igv	QMV[		verb	seize	2
iih	RJPWT/	רִיפֹות	subs	<uncertain>	2
how	GB>/	גֶּבֶא	subs	ditch	2
isz	ZRM[	זָרַם	verb	flood thunderingly?	2
icl	NBX/	נֹבַח	nmpr	Nobah	2
huf	KLX=/	כֶּלַח	nmpr	Calah	2
hoe	F<RH==/	שְׂעָרָה	subs	storm	2
iei	PCR[	פְּשַׁר	verb	interpret	2
hml	CWQQ/	שֹׁוקֵק	adjv	narrow	2
icq	NDBK/	נִדְבָּךְ	subs	layer	2
hjg	BTR[	בָּתַר	verb	cut	2
hcg	<WY[	עוּץ	verb	plan	2
imw	TXN/	תַּחַן	nmpr	Tahan	2
iri	YBJH/	צְבִיָּה	subs	she-gazelle	2
hsc	JHWJRJB/	יְהֹויָרִיב	nmpr	Jehoiarib	2
hbk	<RB========/	עֶרֶב	nmpr	Arabia	2
iqf	XT=/	חַת	adjv	terror-filled	2
imx	TXR>/	תַּחְרָא	subs	cuirass	2
irp	YL<==/	צֵלָע	nmpr	Zela	2
hes	>LSR/	אֶלָּסָר	nmpr	Ellasar	2
hef	>JLWN=/	אֵילֹון	nmpr	Elon	2
her	>LMWDD/	אַלְמֹודָד	nmpr	Almodad	2
hjk	BWZ=/	בּוּז	nmpr	Buz	2
hjx	C<RJH/	שְׁעַרְיָה	nmpr	Sheariah	2
hkx	CLM===/	שָׁלֵם	nmpr	Salem	2
iit	RTWQ/	רַתֹּוק	subs	<uncertain>	2
hch	<YB=[		verb	shape	2
ifv	PWL/	פֹּול	subs	beans	2
hth	JWBB/	יֹובָב	nmpr	Jobab	2
igq	QJRS/	קֵירֹס	nmpr	Keros	2
hkq	CJXH/	שִׁיחָה	subs	pit	2
hgl	>SM/	אָסָם	subs	store	2
hja	BRQNJM/	בַּרְקֳנִים	subs	<uncertain>	2
hza	MLQ[	מָלַק	verb	nip off	2
hdk	>CRN/	אֻשֶּׁרֶן	subs	<uncertain>	2
ind	VJN/	טִין	subs	clay	2
hmp	CXD[		verb	give present	2
hoq	FRQ/	שֹׂרֵק	subs	grape	2
isw	ZMRN/	זִמְרָן	nmpr	Zimran	2
hhm	B<Z=/	בֹּעַז	nmpr	Boaz	2
ipv	XRS=/	חֶרֶס	subs	sun	2
hbs	<RP[	עָרַף	verb	drip	2
hqw	HGJG/	הָגִיג	subs	groaning	2
idk	NMRJM/	נִמְרִים	nmpr	Nimrim	2
icx	NHM/	נַהַם	subs	groaning	2
iag	MRRH=/	מְרֹרָה	subs	gall	2
hcx	>BJVL/	אֲבִיטָל	nmpr	Abital	2
hqy	HLL/	הִלֵּל	nmpr	Hillel	2
iex	PLS=[	פָּלַס	verb	watch	2
imq	TW<H/	תֹּועָה	subs	confusion	2
hul	KPR==/	כָּפָר	subs	village	2
htt	JYRJ/	יִצְרִי	adjv	Jezerite	2
hgo	>WJL_MRDK/	אֱוִיל מְרֹדַךְ	nmpr	Evil-merodach	2
ise	YPW/	צְפֹו	nmpr	Zepho	2
irm	YDJH/	צְדִיָּה	subs	malicious intent	2
ida	NHR=[		verb	beam	2
hiy	BRJT=/	בֹּרִית	subs	alkaline salt	2
iqk	XVJP>/	חֲטִיפָא	nmpr	Hatipha	2
hyp	MJ_ZHB/	מֵי זָהָב	nmpr	Me-Zahab	2
hrp	JCBQ/	יִשְׁבָּק	nmpr	Ishbak	2
ifp	PT=/	פֹּת	subs	forehead	2
hzu	MQHLT/	מַקְהֵלֹת	nmpr	Makheloth	2
iec	NXMH/	נֶחָמָה	subs	comfort	2
hsv	JRJHW/	יְרִיָּהוּ	nmpr	Jeriah	2
hwj	M<DNT/	מַעֲדַנֹּת	subs	reluctance	2
hhx	BGWD/	בָּגֹוד	adjv	treacherous	2
irl	YDH[	צָדָה	verb	be after	2
hcn	<ZNJH/	עָזְנִיָּה	subs	vulture	2
hwi	M<CQWT/	מַעֲשַׁקֹּות	subs	extortions	2
igy	QNW>/	קַנֹּוא	adjv	jealous	2
hny	DWR=/	דּוּר	subs	circle	2
gzy	<GLT_CLCJH/	עֶגְלַת שְׁלִשִׁיָּה	nmpr	Eglath Shelishiyah	2
hvl	L>_<MJ/	לֹא עַמִּי	nmpr	Lo-Ammi	2
ial	MS<=/	מַסָּע	subs	quarry-stone	2
inc	VBWR/	טַבּוּר	subs	navel	2
hco	<ZTJ/	עַזָּתִי	adjv	from Gaza	2
ikg	SRBL/	סַרְבָּל	subs	trousers	2
hzi	MMWTJM/	מְמֹותִים	subs	death	2
hbu	<RQ[		verb	gnaw	2
irs	YLMWN/	צַלְמֹון	nmpr	Zalmon	2
iir	RTMH/	רִתְמָה	nmpr	Rithmah	2
hni	DLJ/	דְּלִי	subs	bucket	2
hsu	JRH===[	יָרָה	verb	<uncertain>	2
igx	QNT/	קְנָת	nmpr	Kenath	2
hvj	L<<[	לָעַע	verb	talk inconsiderately	2
hpz	GM>[	גָּמָא	verb	swallow	2
ism	YWPX/	צֹופַח	nmpr	Zophah	2
hjc	BRQWS/	בַּרְקֹוס	nmpr	Barkos	2
ioz	XM==/	חָם	adjv	hot	2
ipu	XRP=[		verb	spend autumn	2
hmo	CWXMJ/	שׁוּחָמִי	adjv	Shuhamite	2
ick	N>YH/	נְאָצָה	subs	contumely	2
hin	BLQ[	בָּלַק	verb	waste	2
hrz	JHW<DH/	יְהֹועַדָּה	nmpr	Jehoaddah	2
iek	PDWN/	פָּדֹון	nmpr	Padon	2
hyv	MKR=/	מַכָּר	subs	client	2
hyx	MLJYH/	מְלִיצָה	subs	saying	2
gzl	<CN=/	עָשֵׁן	adjv	smoking	2
hzn	MNWSH/	מְנוּסָה	subs	flight	2
hmb	CRT/	שָׁרֵת	subs	cultic service	2
iat	MTQH/	מִתְקָה	nmpr	Mithcah	2
ifw	PWNN/	פּוּנֹן	nmpr	Punon	2
hqk	GWR=/	גֹּור	subs	lion's whelp	2
ina	VB<WT/	טַבָּעֹות	nmpr	Tabbaoth	2
heh	>LD<H/	אֶלְדָּעָה	nmpr	Eldaah	2
hpl	GDRH=/	גְּדֵרָה	nmpr	Gederah	2
hvq	LCD/	לָשָׁד	subs	dainty	2
iqa	XSD=/	חֶסֶד	subs	shame	2
hve	KWJH/	כְּוִיָּה	subs	branding	2
ite	ZWJT/	זָוִית	subs	corner	2
hji	BVWX/	בָּטוּחַ	subs	confident	2
hyk	MGRWN/	מִגְרֹון	nmpr	Migron	2
ilk	TJRS/	תִּירָס	nmpr	Tiras	2
ioy	XLQT/	חֶלְקַת	nmpr	Helkath	2
huv	KSLXJM/	כַּסְלֻחִים	nmpr	Casluhites	2
hhn	B>C=/	בָּאֻשׁ	subs	rotten berry	2
hnv	DTBR/	דְּתָבַר	subs	law official	2
igp	QJN==/	קַיִן	nmpr	Kain	2
hdn	>CWR==/	אַשּׁוּר	subs	step	2
hwl	M<LH_>DMJM/	מַעֲלֵה אֲדֻמִּים	nmpr	the Pass of Adummim	2
hgk	>SJP/	אָסִיף	subs	harvesting	2
hzy	MQVRT/	מִקְטֶרֶת	subs	censer	2
hfp	>NS[		verb	compel	2
ird	Y>J/	צֹאִי	adjv	filthy	2
imv	TXMS/	תַּחְמָס	subs	owl	2
ijd	RXYH/	רַחְצָה	subs	washing	2
hyi	MGDL_SWNH/	מִגְדֹּל סְוֵנֵה	nmpr	from Migdol to Aswan	2
gzg	<BD>/	עַבְדָּא	nmpr	Abda	2
hvi	KZBJ/	כָּזְבִּי	nmpr	Cozbi	2
hfi	>MYJ/	אַמְצִי	nmpr	Amzi	2
ibd	MWSD=/	מוּסָד	subs	foundation	2
hjf	BSJ/	בֵּסַי	nmpr	Besai	2
hyo	MJKJHW=/	מִיכָיָהוּ	nmpr	Micaiah	2
hsq	JQT>L/	יָקְתְאֵל	nmpr	Joktheel	2
hwh	M<BD/	מַעֲבָד	subs	work	2
hlb	CLP/	שֶׁלֶף	nmpr	Sheleph	2
gzq	<DR==/	עֵדֶר	nmpr	Eder	2
hro	JBN>L/	יַבְנְאֵל	nmpr	Jabneel	2
hqh	GTR/	גֶּתֶר	nmpr	Gether	2
hwp	M<YD/	מַעֲצָד	subs	billhook	2
hfz	>RD/	אַרְדְּ	nmpr	Ard	2
gzm	<CT[	עָשַׁת	verb	think	2
hva	KSWJ/	כָּסוּי	subs	covering	2
ian	MSKT/	מַסֶּכֶת	subs	warp-threads	2
ihs	QYB[	קָצַב	verb	cut off	2
igg	QCJWN/	קִשְׁיֹון	nmpr	Kishion	2
hbw	<TR/	עָתָר	subs	perfume	2
hfg	>MWN=/	אָמֹון	subs	fondling	2
hlc	CLVN=/	שִׁלְטֹן	subs	dominion	2
ijw	SLH[	סָלָה	verb	reject	2
iki	SRJWN/	סִרְיֹון	subs	scaly coat	2
